epoch,n_loss,i_loss
405,0.02294216,0.040675685
406,0.022775562,0.039979488
407,0.022951048,0.040653016
408,0.02288398,0.040036555
409,0.022817232,0.040227838
410,0.022855839,0.04019994
411,0.022845935,0.040181376
412,0.022866342,0.040167633
413,0.02271414,0.040239032
414,0.022895249,0.040769406
415,0.022531303,0.04051591
416,0.022870962,0.0396903
417,0.0226413,0.040154297
418,0.022652723,0.040127244
419,0.022626637,0.04058894
420,0.022556525,0.03998677
421,0.022772798,0.04041811
422,0.02250388,0.0407742
423,0.02249001,0.04006808
424,0.022790438,0.04033584
425,0.022497904,0.03937734
426,0.022542404,0.04059858
427,0.022434378,0.04063839
428,0.022525392,0.03997145
429,0.02252027,0.04001547
430,0.022390293,0.04009053
431,0.022408511,0.03985694
432,0.022450872,0.039691728
433,0.022572702,0.039704457
434,0.02252786,0.03984265
435,0.022611938,0.039460145
436,0.022261497,0.040385373
437,0.02228996,0.039801765
438,0.022117143,0.03995029
439,0.022311319,0.039721955
440,0.022272665,0.040032554
441,0.022588959,0.039955895
442,0.022434955,0.039979033
443,0.022454595,0.039339665
444,0.022172708,0.039573357
445,0.022159386,0.03956908
446,0.022173857,0.03973148
447,0.022118207,0.03951976
448,0.022225132,0.039042965
449,0.022309389,0.03973818
450,0.022276152,0.039679125
451,0.0221128,0.03974533
452,0.022230843,0.039719563
453,0.022045124,0.0399904
454,0.022080712,0.03910966
455,0.022047248,0.039395638
456,0.022023637,0.039665032
457,0.022174338,0.039359666
458,0.021966176,0.039705027
459,0.022045694,0.039196115
460,0.022044275,0.03938464
461,0.022096423,0.03922807
462,0.022170002,0.039358776
463,0.02191386,0.03886827
464,0.021925494,0.039139822
465,0.021874968,0.039104156
466,0.022014005,0.038674284
467,0.02181162,0.039322995
468,0.02184185,0.03894441
469,0.022008533,0.039133817
470,0.02191135,0.03892634
471,0.021983994,0.03900911
472,0.02172579,0.038902294
473,0.021889525,0.039015427
474,0.021892084,0.039279275
475,0.021692581,0.03905915
476,0.021724204,0.039148238
477,0.021744603,0.03906013
478,0.02179841,0.038847927
479,0.021775994,0.038623463
480,0.021908699,0.038876142
481,0.02167411,0.03870204
482,0.021684317,0.039053876
483,0.021582436,0.03912593
484,0.021571767,0.03838545
485,0.021528842,0.038758926
486,0.02165933,0.03920839
487,0.021517973,0.038619738
488,0.021630596,0.038812328
489,0.021514973,0.038607106
490,0.021600964,0.03869131
491,0.021606412,0.038529653
492,0.021489577,0.037886266
493,0.021511111,0.038309943
494,0.02160368,0.03784028
495,0.02153068,0.03860818
496,0.021408163,0.038334366
497,0.021344753,0.03851148
498,0.021352213,0.03858445
499,0.021424547,0.038312238
500,0.021438248,0.03826299
501,0.021203142,0.038283322
502,0.021317061,0.03794702
503,0.021281173,0.038269155
504,0.021252124,0.037978403
505,0.021219235,0.037809953
506,0.02126615,0.037745185
507,0.021235958,0.037562963
