epoch,n_loss,i_loss
182,0.09697905,0.19068315
183,0.0969495,0.193401924
184,0.09680921,0.19477469
185,0.0967994,0.19322343
186,0.09677928,0.19289268
187,0.09672123,0.19130751
188,0.09658281,0.19214875
189,0.09645692,0.1936225
190,0.09638922,0.19069904
191,0.096298846,0.19183861
192,0.09627782,0.19147772
193,0.096245984,0.19200064
194,0.09618825,0.19021453
195,0.09616557,0.19046701
196,0.096091734,0.19201898
197,0.09606298,0.19248942
198,0.09599023,0.19048881
199,0.0959274,0.18921599
200,0.0958271,0.19087085
201,0.09566683,0.19252893
202,0.09531344,0.18979237
203,0.095231975,0.1891017
204,0.09522143,0.19008878
205,0.09521067,0.188704855
206,0.09513589,0.19096496
207,0.09510314,0.186614445
208,0.09510024,0.18802884
209,0.095076466,0.18853136
210,0.09506882,0.18971539
211,0.095054345,0.189313694
212,0.0950419,0.189546025
213,0.0949832,0.188453055
214,0.094954016,0.188596896
215,0.09491464,0.18927687
216,0.094902495,0.18962107
217,0.094860295,0.1878673
218,0.09485817,0.18780759
219,0.094855616,0.18875083
220,0.09484555,0.189360424
221,0.09479646,0.191251486
222,0.09470752,0.18860952
223,0.09466349,0.188685215
224,0.09463474,0.186411104
225,0.09462274,0.18785368
226,0.09462105,0.187647655
227,0.094593296,0.18869131
228,0.094565036,0.187837786
229,0.094506616,0.187272145
230,0.09439639,0.189342975
231,0.09431739,0.1868819
232,0.094311105,0.18694333
233,0.09423711,0.18981135
234,0.094121905,0.18709099
235,0.0940579,0.18697863
236,0.09398127,0.186270966
237,0.09394704,0.18703462
238,0.09392461,0.18720707
239,0.093909765,0.186910084
240,0.09390879,0.18845127
241,0.093891116,0.18675379
242,0.093880946,0.18861455
243,0.09387568,0.186965874
244,0.09387511,0.18724438
245,0.09387113,0.18717545
246,0.09381908,0.187661006
247,0.09381781,0.18768883
248,0.09379357,0.18813679
249,0.09374307,0.187376126
250,0.093680615,0.18810294
251,0.09365789,0.18761722
252,0.09364191,0.189178
253,0.093619885,0.18626051
254,0.093601184,0.18674402
255,0.09359554,0.18758323
256,0.093591305,0.18801928
257,0.09356453,0.18741642
258,0.093545655,0.18572307
259,0.09354063,0.18825778
260,0.093532445,0.187931045
261,0.093489925,0.1870552
262,0.093486944,0.18793163
263,0.093476506,0.18769617
264,0.09338808,0.185948654
265,0.09338418,0.18813886
266,0.093377674,0.18651081
267,0.09337414,0.187550365
268,0.09331792,0.186977825
269,0.09330216,0.1855621
270,0.09328559,0.18636592
271,0.093283685,0.18836461
272,0.0932794,0.187161214
273,0.09323035,0.185829676
274,0.0932187,0.185783914
275,0.09321573,0.186509824
276,0.09320602,0.18635178
277,0.09320254,0.18679803
278,0.093199196,0.18720024
279,0.093132334,0.186703145
280,0.09309914,0.18707873
281,0.093095305,0.18659369
282,0.093086796,0.18665526
283,0.0930758,0.18579843
284,0.09305174,0.18753932
285,0.09305135,0.18690328
286,0.092989104,0.18676454
287,0.092975924,0.18682397
288,0.092958505,0.186313986
289,0.092942374,0.1860592
290,0.092935214,0.185659326
291,0.09293516,0.18717452
292,0.092922354,0.18595059
293,0.09291222,0.18707542
294,0.09290341,0.185917555
295,0.0928886,0.18776391
296,0.09288788,0.185545034
297,0.09287556,0.18679833
298,0.09283079,0.186432174
299,0.092819074,0.18671926
300,0.092817756,0.18578854
301,0.09278743,0.185236244
302,0.092770176,0.1860986
303,0.09276916,0.18702071
304,0.09276266,0.18589093
305,0.09275246,0.18571111
306,0.0927298,0.1852122
307,0.09270048,0.18488117
308,0.092699336,0.18602355
309,0.09260867,0.1867963
310,0.09260317,0.18709044
311,0.09257264,0.1864692
312,0.092566775,0.186156585
313,0.092531504,0.18580679
314,0.09252259,0.186966776
315,0.09251151,0.18613114
316,0.09250249,0.18613104
317,0.09249718,0.18556225
318,0.09249224,0.18854796
319,0.092491145,0.18547362
320,0.09247635,0.18641888
321,0.09241923,0.185707345
322,0.092407355,0.185834824
323,0.09240567,0.18673021
324,0.09240014,0.185438826
325,0.09238344,0.18687026
326,0.09237464,0.18586699
327,0.09235227,0.18656645
328,0.092334295,0.1858117
329,0.092333975,0.18538496
330,0.09231601,0.18637969
331,0.0922983,0.185733764
332,0.09228021,0.186481125
333,0.092275465,0.185950465
334,0.09226865,0.186105176
335,0.092267255,0.18630787
336,0.09226114,0.18597993
337,0.092227446,0.18563727
338,0.092210094,0.18639228
339,0.09218441,0.185983925
340,0.09218243,0.1868777
341,0.092181774,0.18623296
342,0.092170986,0.18648263
343,0.09216676,0.1857166
344,0.09216479,0.18632391
345,0.0921603,0.18612013
346,0.092128786,0.18609088
347,0.092122505,0.18684489
348,0.0921224,0.18632662
349,0.09207963,0.185569576
350,0.09201824,0.18519501
351,0.09201183,0.1858885
352,0.09198714,0.18688045
353,0.091982784,0.18594517
354,0.091957676,0.18607869
355,0.091954286,0.18676377
356,0.09195331,0.1867194
357,0.091945516,0.18634973
358,0.091939235,0.18748277
359,0.09190695,0.18600682
360,0.09185347,0.18710987
361,0.09183601,0.18582325
362,0.09179114,0.18669662
363,0.09177612,0.18639443
364,0.09169021,0.18668379
365,0.09168207,0.18527995
366,0.091662,0.18542404
367,0.0916614,0.18645799
368,0.091660494,0.18585742
369,0.09164713,0.18666254
370,0.09163703,0.18614829
371,0.09161741,0.18642152
372,0.09161189,0.18546564
373,0.09160165,0.186278454
374,0.091540115,0.186160936
375,0.09152749,0.18701692
376,0.09151907,0.18617518
377,0.09151393,0.18680618
378,0.091478275,0.18581704
379,0.09136242,0.18677487
380,0.09129586,0.18715265
381,0.09122758,0.18537595
382,0.09115409,0.185748405
383,0.09113839,0.18592758
384,0.09095642,0.186348996
